"SCD_RxCUI","Status","DF_str","SCD_str","ROUTE_rxt","NEWDF_rxt","Original Term Name","Original Term Source","Proposed Attribute ID","Proposed Attribute Category","Proposed Attribute Attribute","Proposed Term ID","Proposed Term Parent ID","Proposed Term Name"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","8","Delivery Device","Capacity","645","0","120 puff"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","7","Delivery Device","Type","437","0","Inhaler"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","6","Administration","Method","452","0","Inhalation"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"746803","Complete","Dry Powder Inhaler","120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler","Inhalant","DPI 120 puff","DPI 120 puff","RxTerms","1","Dose Form","Drug Form","428","412","Powder"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Nasal","RxTerms","5","Administration","Route","559","0","Nasal route"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Nasal Inhaler","NDFRT","7","Delivery Device","Type","437","0","Inhaler"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Nasal Inhaler","NDFRT","6","Administration","Method","452","0","Inhalation"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Nasal Inhaler","NDFRT","5","Administration","Route","559","0","Nasal route"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Nasal Inhaler","NDFRT","2","Dose Form","Delivery Form","394","0","Aerosol"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Inhaler 200 puff","RxTerms","8","Delivery Device","Capacity","662","0","200 puff"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Inhaler 200 puff","RxTerms","7","Delivery Device","Type","437","0","Inhaler"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Inhaler 200 puff","RxTerms","6","Administration","Method","452","0","Inhalation"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Inhaler 200 puff","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"746341","Complete","Nasal Inhaler","200 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 200 puff","Inhaler 200 puff","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Nasal","RxTerms","5","Administration","Route","559","0","Nasal route"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Nasal Inhaler","NDFRT","7","Delivery Device","Type","437","0","Inhaler"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Nasal Inhaler","NDFRT","6","Administration","Method","452","0","Inhalation"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Nasal Inhaler","NDFRT","5","Administration","Route","559","0","Nasal route"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Nasal Inhaler","NDFRT","2","Dose Form","Delivery Form","394","0","Aerosol"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Inhaler 100 puff","RxTerms","8","Delivery Device","Capacity","641","0","100 puff"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Inhaler 100 puff","RxTerms","7","Delivery Device","Type","437","0","Inhaler"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Inhaler 100 puff","RxTerms","6","Administration","Method","452","0","Inhalation"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Inhaler 100 puff","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"746336","Complete","Nasal Inhaler","100 ACTUAT Cromolyn Sodium 5.2 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 100 puff","Inhaler 100 puff","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Nasal","RxTerms","5","Administration","Route","559","0","Nasal route"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Nasal Inhaler","NDFRT","7","Delivery Device","Type","437","0","Inhaler"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Nasal Inhaler","NDFRT","6","Administration","Method","452","0","Inhalation"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Nasal Inhaler","NDFRT","5","Administration","Route","559","0","Nasal route"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Nasal Inhaler","NDFRT","2","Dose Form","Delivery Form","394","0","Aerosol"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Inhaler 120 puff","RxTerms","8","Delivery Device","Capacity","645","0","120 puff"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Inhaler 120 puff","RxTerms","7","Delivery Device","Type","437","0","Inhaler"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Inhaler 120 puff","RxTerms","6","Administration","Method","452","0","Inhalation"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Inhaler 120 puff","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"746199","Complete","Nasal Inhaler","120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler","Nasal","Inhaler 120 puff","Inhaler 120 puff","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Metered Dose Inhaler","NDFRT","7","Delivery Device","Type","439","437","Metered Dose Inhaler"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Metered Dose Inhaler","NDFRT","6","Administration","Method","452","0","Inhalation"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Metered Dose Inhaler","NDFRT","5","Administration","Route","536","0","Intrapulmonary route"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Metered Dose Inhaler","NDFRT","2","Dose Form","Delivery Form","394","0","Aerosol"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","MDI 200 puff","RxTerms","8","Delivery Device","Capacity","662","0","200 puff"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","MDI 200 puff","RxTerms","7","Delivery Device","Type","439","437","Metered Dose Inhaler"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","MDI 200 puff","RxTerms","6","Administration","Method","452","0","Inhalation"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","MDI 200 puff","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","MDI 200 puff","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Inhalant","RxTerms","7","Delivery Device","Type","437","0","Inhaler"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Inhalant","RxTerms","6","Administration","Method","452","0","Inhalation"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Inhalant","RxTerms","5","Administration","Route","536","0","Intrapulmonary route"
"745679","Complete","Metered Dose Inhaler","200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler","Inhalant","MDI 200 puff","Inhalant","RxTerms","2","Dose Form","Delivery Form","394","0","Aerosol"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe 0.42 ml","RxTerms","8","Delivery Device","Capacity","619","0","0.42 ml"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe 0.42 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe 0.42 ml","RxTerms","6","Administration","Method","453","0","Injection"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe 0.42 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Prefilled Syringe 0.42 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"731176","Complete","Prefilled Syringe","0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.42 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe 0.4 ml","RxTerms","8","Delivery Device","Capacity","618","0","0.4 ml"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe 0.4 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe 0.4 ml","RxTerms","6","Administration","Method","453","0","Injection"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe 0.4 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Prefilled Syringe 0.4 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"731174","Complete","Prefilled Syringe","0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.4 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe 3 ml","RxTerms","8","Delivery Device","Capacity","672","0","3 ml"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe 3 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe 3 ml","RxTerms","6","Administration","Method","453","0","Injection"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe 3 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Prefilled Syringe 3 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"727821","Complete","Prefilled Syringe","3 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 3 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe 5 ml","RxTerms","8","Delivery Device","Capacity","683","0","5 ml"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe 5 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe 5 ml","RxTerms","6","Administration","Method","453","0","Injection"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe 5 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Prefilled Syringe 5 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"727762","Complete","Prefilled Syringe","5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 5 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe 2.5 ml","RxTerms","8","Delivery Device","Capacity","657","0","2.5 ml"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe 2.5 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe 2.5 ml","RxTerms","6","Administration","Method","453","0","Injection"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe 2.5 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Prefilled Syringe 2.5 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"727761","Complete","Prefilled Syringe","2.5 ML fulvestrant 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 2.5 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe 0.98 ml","RxTerms","8","Delivery Device","Capacity","631","0","0.98 ml"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe 0.98 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe 0.98 ml","RxTerms","6","Administration","Method","453","0","Injection"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe 0.98 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Prefilled Syringe 0.98 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"727757","Complete","Prefilled Syringe","0.98 ML Etanercept 50 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.98 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe","NDFRT","1","Dose Form","Drug Form","396","0","Liquid"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe 0.67 ml","RxTerms","8","Delivery Device","Capacity","625","0","0.67 ml"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe 0.67 ml","RxTerms","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe 0.67 ml","RxTerms","6","Administration","Method","453","0","Injection"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe 0.67 ml","RxTerms","2","Dose Form","Delivery Form","396","0","Liquid"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Prefilled Syringe 0.67 ml","RxTerms","1","Dose Form","Drug Form","396","0","Liquid"
"727711","Complete","Prefilled Syringe","0.67 ML anakinra 149 MG/ML Prefilled Syringe","Injectable","Prefilled Syringe 0.67 ml","Injectable","RxTerms","6","Administration","Method","453","0","Injection"
"727634","Complete","Prefilled Syringe","125 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 125 ml","Prefilled Syringe","NDFRT","7","Delivery Device","Type","445","444","Prefilled Syringe"
"727634","Complete","Prefilled Syringe","125 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 125 ml","Prefilled Syringe","NDFRT","6","Administration","Method","453","0","Injection"
"727634","Complete","Prefilled Syringe","125 ML Sodium Chloride 0.154 MEQ/ML Prefilled Syringe","Injectable","Prefilled Syringe 125 ml","Prefilled Syringe","NDFRT","2","Dose Form","Delivery Form","396","0","Liquid"
